image,ILS_um,Predicted_Hardness
Tile_001-045-000_0.tif,0.3076171,352.02062674453185
Tile_001-046-000_0.tif,0.3076171,352.02062674453185
Tile_001-047-000_0.tif,0.28564445,357.6707651737151
Tile_001-048-000_0.tif,0.3076171,352.02062674453185
Tile_001-049-000_0.tif,0.3076171,352.02062674453185
Tile_001-050-000_0.tif,0.3076171,352.02062674453185
Tile_001-051-000_0.tif,0.3076171,352.02062674453185
Tile_001-052-000_0.tif,0.3076171,352.02062674453185
Tile_001-053-000_0.tif,0.28564445,357.6707651737151
Tile_001-054-000_0.tif,0.3076171,352.02062674453185
Tile_001-055-000_0.tif,0.3076171,352.02062674453185
Tile_001-056-000_0.tif,0.3076171,352.02062674453185
Tile_001-057-000_0.tif,0.3076171,352.02062674453185
Tile_001-058-000_0.tif,0.3076171,352.02062674453185
Tile_001-059-000_0.tif,0.3076171,352.02062674453185
Tile_001-060-000_0.tif,0.3076171,352.02062674453185
Tile_001-061-000_0.tif,0.3076171,352.02062674453185
Tile_001-062-000_0.tif,0.3076171,352.02062674453185
Tile_001-063-000_0.tif,0.3076171,352.02062674453185
Tile_001-064-000_0.tif,0.3076171,352.02062674453185
Tile_001-065-000_0.tif,0.3076171,352.02062674453185
Tile_001-066-000_0.tif,0.3076171,352.02062674453185
Tile_001-067-000_0.tif,0.3076171,352.02062674453185
Tile_001-068-000_0.tif,0.3076171,352.02062674453185
Tile_001-069-000_0.tif,0.32958975,348.431677281223
Tile_001-070-000_0.tif,0.32958975,348.431677281223
Tile_001-071-000_0.tif,0.3515624,353.05555426240426
Tile_001-072-000_0.tif,0.3515624,353.05555426240426
Tile_001-073-000_0.tif,0.3515624,353.05555426240426
Tile_001-074-000_0.tif,0.37353505,349.66823015873007
Tile_001-075-000_0.tif,0.37353505,349.66823015873007
Tile_001-076-000_0.tif,0.3515624,353.05555426240426
Tile_001-077-000_0.tif,0.3515624,353.05555426240426
Tile_001-078-000_0.tif,0.3515624,353.05555426240426
Tile_001-079-000_0.tif,0.3515624,353.05555426240426
Tile_001-080-000_0.tif,0.32958975,348.431677281223
Tile_001-081-000_0.tif,0.32958975,348.431677281223
Tile_001-082-000_0.tif,0.32958975,348.431677281223
Tile_001-083-000_0.tif,0.3076171,352.02062674453185
Tile_001-084-000_0.tif,0.32958975,348.431677281223
Tile_001-085-000_0.tif,0.3076171,352.02062674453185
Tile_001-086-000_0.tif,0.3076171,352.02062674453185
Tile_001-087-000_0.tif,0.3076171,352.02062674453185
Tile_001-088-000_0.tif,0.3076171,352.02062674453185
Tile_001-089-000_0.tif,0.3076171,352.02062674453185
Tile_001-090-000_0.tif,0.3076171,352.02062674453185
Tile_001-091-000_0.tif,0.3076171,352.02062674453185
Tile_001-092-000_0.tif,0.3076171,352.02062674453185
Tile_001-093-000_0.tif,0.3076171,352.02062674453185
Tile_001-094-000_0.tif,0.3076171,352.02062674453185
Tile_001-095-000_0.tif,0.3076171,352.02062674453185
Tile_001-096-000_0.tif,0.32958975,348.431677281223
Tile_001-097-000_0.tif,0.32958975,348.431677281223
Tile_001-098-000_0.tif,0.3076171,352.02062674453185
Tile_001-099-000_0.tif,0.32958975,348.431677281223
Tile_001-100-000_0.tif,0.3076171,352.02062674453185
Tile_001-101-000_0.tif,0.32958975,348.431677281223
Tile_001-102-000_0.tif,0.32958975,348.431677281223
Tile_001-103-000_0.tif,0.32958975,348.431677281223
Tile_001-104-000_0.tif,0.32958975,348.431677281223
Tile_001-105-000_0.tif,0.3515624,353.05555426240426
Tile_001-106-000_0.tif,0.32958975,348.431677281223
Tile_001-107-000_0.tif,0.32958975,348.431677281223
Tile_001-108-000_0.tif,0.32958975,348.431677281223
Tile_001-109-000_0.tif,0.32958975,348.431677281223
Tile_001-110-000_0.tif,0.3076171,352.02062674453185
Tile_001-111-000_0.tif,0.28564445,357.6707651737151
Tile_001-112-000_0.tif,0.28564445,357.6707651737151
Tile_001-113-000_0.tif,0.3076171,352.02062674453185
Tile_001-114-000_0.tif,0.3076171,352.02062674453185
Tile_001-115-000_0.tif,0.28564445,357.6707651737151
Tile_001-116-000_0.tif,0.28564445,357.6707651737151
Tile_001-117-000_0.tif,0.28564445,357.6707651737151
Tile_001-118-000_0.tif,0.28564445,357.6707651737151
Tile_001-119-000_0.tif,0.28564445,357.6707651737151
Tile_001-120-000_0.tif,0.28564445,357.6707651737151
